2021-03-04
Országos oltási statisztika:

1007,Budapest,Margitsziget {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3787,Tomor, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3791,Sajókeresztúr, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3792,Sajóbábony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3793,Sajóecseg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3794,Boldva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3794,Ziliz, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3795,Hangács, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3795,Nyomár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3796,Borsodszirák, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3800,Szikszó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3809,Abaújszolnok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3809,Nyésta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3809,Selyeb, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3811,Alsóvadász, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3812,Homrogd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3812,Monaj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3813,Kupa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3814,Felsővadász, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3815,Abaújlak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3815,Gadna, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3816,Gagyvendégi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3817,Gagybátor, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3821,Büttös, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3821,Keresztéte, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3821,Krasznokvajda, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3821,Kány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3821,Pamlény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3821,Perecse, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3821,Szászfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3825,Debréte, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3825,Rakaca, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3825,Viszló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3826,Rakacaszend, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3831,Kázsmárk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3832,Léh, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3833,Rásonysápberencs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3834,Beret, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3834,Detek, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3836,Baktakék, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3837,Alsógagy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3837,Csenyéte, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3837,Felsőgagy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3837,Gagyapáti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3841,Aszaló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3842,Halmaj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3843,Kiskinizs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3844,Nagykinizs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3844,Szentistvánbaksa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3846,Hernádkércs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3847,Felsődobsza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3848,Csobád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3849,Forró, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3851,Ináncs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3852,Hernádszentandrás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3853,Hernádbud, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3853,Pere, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3854,Gibárt, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3855,Fancsal, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3860,Encs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3863,Szalaszend, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3864,Fulókércs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3865,Fáj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3866,Litka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3866,Szemere, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3871,Méra, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3872,Novajidrány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3873,Garadna, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3874,Hernádpetri, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3874,Hernádvécse, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3874,Pusztaradvány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3875,Hernádszurdok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3876,Hidasnémeti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3877,Tornyosnémeti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3881,Abaújszántó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3881,Baskó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3881,Sima, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3882,Abaújalpár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3882,Abaújkér, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3884,Boldogkőújfalu, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3885,Arka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3885,Boldogkőváralja, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3886,Korlát, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3887,Hernádcéce, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3888,Vizsoly, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3891,Vilmány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3892,Hejce, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3893,Fony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3893,Mogyoróska, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3893,Regéc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3894,Göncruszka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3895,Gönc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3896,Telkibánya, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3897,Zsujta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3898,Abaújvár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3898,Pányok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3899,Kéked, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3900,Szerencs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3902,Szerencs,Ond {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3903,Bekecs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3904,Legyesbénye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3905,Monok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3906,Golop, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3907,Tállya, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3908,Rátka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3909,Mád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3910,Tokaj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3915,Tarcal, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3916,Bodrogkeresztúr, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3917,Bodrogkisfalud, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3918,Szegi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3918,Szegilong, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3921,Taktaszada, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3922,Taktaharkány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3923,Gesztely,Újharangod {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3924,Taktakenéz, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3925,Prügy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3926,Taktabáj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3927,Csobaj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3928,Tiszatardos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3929,Tiszaladány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3931,Mezőzombor, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3932,Erdőbénye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3933,Olaszliszka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3934,Tolcsva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3935,Erdőhorváti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3936,Háromhuta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3937,Komlóska, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3941,Vámosújfalu, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3942,Sárazsadány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3943,Bodrogolaszi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3944,Sátoraljaújhely,Károlyfalva {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3945,Sátoraljaújhely,Rudabányácska {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3950,Sárospatak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3954,Györgytarló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3955,Kenézlő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3956,Viss, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3957,Zalkod, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3958,Hercegkút, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3959,Makkoshotyka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3961,Vajdácska, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3962,Karos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3963,Karcsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3964,Pácin, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3965,Kisrozvágy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3965,Nagyrozvágy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3967,Lácacséke, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3971,Tiszakarád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3972,Tiszacsermely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3973,Cigánd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3974,Ricse, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3974,Semjén, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3976,Révleányvár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3977,Zemplénagárd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3978,Dámóc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3980,Sátoraljaújhely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3985,Alsóberecki, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3985,Felsőberecki, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3987,Bodroghalom, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3988,Sátoraljaújhely,Széphalom {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3989,Alsóregmec, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3989,Felsőregmec, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3989,Mikóháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3991,Vilyvitány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3992,Kovácsvágás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3992,Vágáshuta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3993,Füzérradvány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3994,Bózsva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3994,Filkeháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3994,Füzérkajata, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3994,Kishuta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3994,Nagyhuta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3994,Pálháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3995,Pusztafalu, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3996,Füzér, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3997,Füzérkomlós, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3998,Nyíri, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
3999,Hollóháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4000,Debrecen*,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4060,Balmazújváros, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4064,Nagyhegyes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4065,Újszentmargita, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4066,Tiszacsege, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4067,Egyek,Telekháza {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4069,Egyek, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4071,Hortobágy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4074,Hajdúböszörmény,Nagypród {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4075,Görbeháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4080,Hajdúnánás,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4085,Hajdúnánás,Tedej {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4086,Hajdúböszörmény,Hajdúvid {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4087,Hajdúdorog, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4090,Polgár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4095,Folyás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4096,Újtikos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4097,Tiszagyulaháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4100,Berettyóújfalu, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4110,Biharkeresztes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4114,Bojt, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4115,Ártánd , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4116,Berekböszörmény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4117,Told , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4118,Mezőpeterd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4119,Váncsod, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4121,Szentpéterszeg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4122,Gáborján, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4123,Hencida, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4124,Esztár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4125,Pocsaj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4126,Kismarja, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4127,Nagykereki, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4128,Bedő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4130,Derecske,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4132,Tépe, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4133,Konyár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4134,Mezősas, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4135,Körösszegapáti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4136,Körösszakál, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4137,Magyarhomorog, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4138,Komádi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4141,Furta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4142,Zsáka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4143,Vekerd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4144,Darvas, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4145,Csökmő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4146,Újiráz, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4150,Püspökladány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4161,Báránd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4162,Szerep,Hosszúhát {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4163,Szerep, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4164,Bakonszeg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4171,Sárrétudvari, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4172,Biharnagybajom, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4173,Nagyrábé, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4174,Bihartorda, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4175,Bihardancsháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4176,Sáp, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4177,Földes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4181,Nádudvar, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4183,Kaba, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4184,Tetétlen, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4200,Hajdúszoboszló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4211,Ebes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4212,Hajdúszovát, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4220,Hajdúböszörmény,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4224,Hajdúböszörmény,Bodaszőlő {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4231,Bököny, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4232,Geszteréd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4233,Balkány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4234,Szakoly, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4235,Biri, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4241,Bocskaikert, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4242,Hajdúhadház, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4243,Téglás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4244,Újfehértó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4245,Érpatak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4246,Nyíregyháza,Butykatelep {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4251,Hajdúsámson, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4252,Nyíradony,Tamásipuszta {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4253,Nyíradony,Aradványpuszta {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4254,Nyíradony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
4262,Nyíracsád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
